cohort,par_ventile,tier,tier_name,par_mean,k_mean,k_rank,k_top1pc,k_top5pc,k_top10pc,k_q5,k_q4,k_q3,k_q2,k_q1,k_nowork,married,k_median,k_median_nozero,count,tot_count,density
1980,1,1,Ivy Plus,6200,106300,.7001307829963742,0.096969694,.3333333432674408,.4424242377281189,.5757575631141663,.1212121248245239,0.06666667,0.078787878,.1575757563114166,.1515151560306549,0.581818163,68100,83800,165,17653,0.009346853
1980,1,2,Other elite schools (public and private),6500,71800,.6709637706644872,0.050000001,.2166666686534882,.3242424130439758,0.48939395,.1772727221250534,0.092424244,.1075757592916489,.1333333402872086,.1242424249649048,.4939393997192383,56600,64600,660,60703,0.010872609
1980,1,3,Highly selective public,7000,63600,.6499802748992098,0.032670453,.1583806872367859,.2677556872367859,.4332386255264282,.1974431872367859,0.1328125,.1186079531908035,.1178977265954018,.1115056797862053,.4857954680919647,49300,55900,1408,126735,0.011109796
1980,1,4,Highly selective private,6800,60300,.6258011387361918,0.028301887,.1179245263338089,.2334905713796616,.3985849022865295,.2075471729040146,.1320754736661911,.1202830225229263,.1415094286203384,.1367924511432648,.4787735939025879,48300,53700,424,42920,0.009878844
1980,1,5,Selective public,7200,41300,.5557790292759898,0.00789816,0.052871212,.1138264238834381,.2428916543722153,.2395465523004532,.2089760303497315,.1732949316501617,.1352908313274384,.1248838528990746,.4366288781166077,35100,39700,10762,616241,0.017463947
1980,1,6,Selective private,7000,43900,.5678048455223095,0.010263275,0.06827309,.1365461796522141,.2735385894775391,.2329317331314087,0.184292734,.1664435565471649,.1427934020757675,.1334225833415985,.4636323153972626,36900,42200,2241,149238,0.015016283
1980,1,7,Nonselective four-year public,7500,30600,.4816189174194072,0.000747943,0.020568436,0.062827222,.1458489149808884,.2060583382844925,.2385938614606857,.2326103150844574,.1768885552883148,.1600598394870758,.3713537752628326,25500,31300,2674,77371,0.034560753
1980,1,8,Nonselective four-year private not-for-profit,7000,28900,.4485662281434311,0.00856531,0.02783726,0.057815846,.1477515995502472,.1584582477807999,.2184154242277145,.2526766657829285,.2226980775594711,0.201284796,.4089935719966888,19900,28800,467,17937,0.026035569
1980,1,9,Two-year (public and private not-for-profit),7200,27700,.4501105610282588,0.002164829,0.017217943,0.045209687,.1192166358232498,.1847153007984161,.2385843098163605,0.254946381,.2025373876094818,.1861249506473541,.3481347262859345,21800,28400,19863,614500,0.032323841
1980,1,10,Four-year for-profit,7300,28800,.4653869472494577,0.002073255,0.020041466,0.05390463,.1264685541391373,.1948859691619873,.2453351765871048,.2605390548706055,.1727712452411652,.1568762958049774,.2819626927375794,23500,29500,1447,32980,0.043875076
1980,1,11,Two-year for-profit,7400,29600,.4672983860880413,0.00177305,0.024822695,0.060283687,.1276595741510391,.1879432648420334,.2695035338401794,0.228723407,.1861702054738998,.1719858199357987,0.292553186,25200,30500,564,10584,0.053287982
1980,1,12,Less than two-year schools of any type,7500,18200,.3624980360153563,0,0,0,0.053892214,0.095808387,0.257485032,.3532934188842773,.2395209521055222,.2215568870306015,.2754490971565247,14400,20100,167,2906,0.057467309
1980,1,13,Attending college with insufficient data,7200,26200,.4380443352690607,0.001764155,0.017586416,0.041733284,.1038094684481621,.1650587171316147,0.24990353,.2892110943794251,.1920171976089478,0.17509234,.3103809356689453,20100,25700,18139,393575,0.046087785
1980,1,14,Not in college between the ages of 19-22,7000,14000,.3017820631247395,0.000470939,0.004212761,0.012081721,0.035029284,0.080085283,.1679624583627397,.3135167861993184,.4034061620549277,.3772562135351755,.1992242333864265,6100,17000,116788,1352057,0.086378015
1980,2,1,Ivy Plus,13800,108400,0.740236509,.1266666650772095,.3866666555404663,.5066666603088379,0.653333306,0.079999998,0.059999999,0.06666667,.1400000005960465,.1333333402872086,.4933333396911621,81600,91700,150,17653,0.008497139
1980,2,2,Other elite schools (public and private),13800,81700,.6847658895811384,0.07185629,.2335329353809357,.3428143858909607,.4955089688301086,.1901197582483292,.1002994030714035,.1062874272465706,.1077844277024269,.1047904193401337,0.470059872,56600,65900,668,60703,0.011004398
1980,2,3,Highly selective public,13900,59000,.6386929377772823,0.033063006,.1403618156909943,.2439176589250565,.3986275792121887,.2227074205875397,0.135995016,.1203992515802383,.1222707405686379,.1166562661528587,.5302557945251465,46900,53000,1603,126735,0.01264844
1980,2,4,Highly selective private,13800,60700,.6663973839467968,0.016908212,.1594202965497971,.2536231875419617,.4710144996643066,.1811594218015671,.1352656930685043,0.096618354,.1159420311450958,.1038647368550301,0.5,54300,61400,414,42920,0.009645853
1980,2,5,Selective public,13900,40200,.5552897918219889,0.006201044,0.046834204,.1088446453213692,.2311520874500275,.2531821131706238,.2138544321060181,.1655515730381012,.1362597942352295,0.126142293,.4476175010204315,35200,39400,12256,616241,0.019888323
1980,2,6,Selective private,13900,44500,.5757859225481034,0.008454106,0.066022545,.1400966197252274,.2801932394504547,.2411433160305023,.1904186755418778,.1481481492519379,.1400966197252274,.1312399357557297,.4879226982593536,38000,43300,2484,149238,0.016644554
1980,2,7,Nonselective four-year public,13900,30800,.4854636236048092,0.002338497,0.019877229,0.053785443,.1321251094341278,.2171879559755325,0.260450155,.2344343811273575,.1558023989200592,.1455714702606201,.3791289031505585,26500,31100,3421,77371,0.044215533
1980,2,8,Nonselective four-year private not-for-profit,13900,30900,0.486393674,0,0.017777778,0.053333335,0.148888886,.1977777779102325,.2555555701255798,.2222222238779068,0.175555557,0.162222221,.3911111056804657,27100,31200,450,17937,0.025087807
1980,2,9,Two-year (public and private not-for-profit),13800,29700,.4619963935563421,0.001866891,0.01726874,0.045598805,.1226547211408615,.1968169510364533,.2467096000909805,.2483898103237152,.1854289174079895,.1704471260309219,.3716512620449066,23600,29200,21426,614500,0.034867372
1980,2,10,Four-year for-profit,13800,30200,.4783644475454782,0.001872659,0.019975031,0.050561797,0.131086141,.2022471874952316,.2571785151958466,.2390761524438858,.1704119890928268,.1554307043552399,.2965043783187866,25900,30200,1602,32980,0.048574894
1980,2,11,Two-year for-profit,13800,30100,.4808547471960901,0.001855288,0.014842301,0.051948052,.1317254155874252,.2096474915742874,.2708719968795776,0.228200376,0.159554735,.1484230011701584,.3135435879230499,25200,29700,539,10584,0.050925926
1980,2,12,Less than two-year schools of any type,13800,27100,0.432388677,0.006289308,0.018867925,0.050314464,.1006289273500443,0.150943398,.2893081903457642,.2264150977134705,.2327044010162354,.2012578547000885,.2012578547000885,21400,28900,159,2906,0.054714384
1980,2,13,Attending college with insufficient data,13800,27500,.4509236732882845,0.002285308,0.016962064,0.043573204,.1114214584231377,.1741912513971329,.2569701969623566,.2791122794151306,.1783048063516617,.1609364748001099,.3242598176002502,21700,27000,19691,393575,0.050031125
1980,2,14,Not in college between the ages of 19-22,13800,15500,.3196936616727747,0.000432795,0.004814845,0.013515829,0.03982616,0.092410757,.1879863316375428,.3061213421697125,0.373655401,.3496893881101289,.2247919500542139,8600,18600,110907,1352057,0.082028346
1980,3,1,Ivy Plus,18300,99500,0.707795594,0.107526883,0.30107528,.4354838728904724,.5698924660682678,.1344086080789566,0.064516127,0.107526883,.1236559152603149,.1182795688509941,.5161290168762207,69200,78500,186,17653,0.010536453
1980,3,2,Other elite schools (public and private),18500,75300,.6838922487956374,0.049132947,.2326589524745941,.3554913401603699,.5303468108177185,.1531791836023331,0.078034684,0.098265894,.1401734054088593,.1271676272153854,0.5,61000,69900,692,60703,0.011399766
1980,3,3,Highly selective public,18600,61700,.6526858606883427,0.033351265,.1463152170181274,.2646584212779999,.4228079617023468,.2200107574462891,0.131791279,.1027434095740318,.1226465851068497,0.114039809,.4932759404182434,48900,54900,1859,126735,0.014668403
1980,3,4,Highly selective private,18500,66900,.6603569705323297,0.0311804,.1492204964160919,.2650333940982819,.4053452014923096,.2583518922328949,.1403118073940277,0.084632516,.1113585755228996,.1046770587563515,.5077950954437256,49000,53400,449,42920,0.010461323
1980,3,5,Selective public,18600,41400,.5613209562888757,0.006349206,0.048874125,.1040236279368401,.2311554104089737,.2552233338356018,.2231819927692413,0.166629747,.1238095238804817,.1130306422710419,.4487264752388001,35300,39400,13545,616241,0.021980037
1980,3,6,Selective private,18600,46300,.5842559142450565,0.016415868,0.070109442,.1443228423595429,.2759917974472046,.2602599263191223,.1928864568471909,.1415868699550629,.1292749643325806,.1190150454640389,.4876880943775177,38700,42700,2924,149238,0.019592865
1980,3,7,Nonselective four-year public,18600,31300,.4916535219954072,0.001121705,0.019910263,0.055804823,.1376892924308777,.2291082441806793,.2602355480194092,.2122826725244522,.1606842428445816,.1497476100921631,0.390633762,27700,32700,3566,77371,0.04608962
1980,3,8,Nonselective four-year private not-for-profit,18500,31500,.4809176205817867,0.003992016,0.029940119,0.067864269,0.169660673,.1816367208957672,.2255489081144333,.2614770531654358,.1616766452789307,.1516966074705124,.4291417300701141,25000,30300,501,17937,0.027931092
1980,3,9,Two-year (public and private not-for-profit),18600,29800,.4740320029706086,0.001118231,0.018106747,0.050707497,.1320803463459015,.2033460885286331,.2555159032344818,.2338394075632095,.1752182692289352,.1613693982362747,.3822201192378998,25300,30400,23251,614500,0.037837266
